lambda,rep,congestion_prom,congestion_freq,montevideo_prom,montevideo_freq,rio_prom,rio_freq,tormenta_prom,tormenta_freq,atraso_prom
1.0,19,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,20,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,21,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,22,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,23,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,24,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,25,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,26,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,27,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,28,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,29,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,30,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,31,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,32,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,33,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,34,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,35,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,36,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,37,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,38,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,39,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,40,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,41,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,42,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,43,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,44,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,45,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,46,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,47,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,48,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,49,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
